code;name;unit;location;reference product;database;production amount;material_group;ISIC;CPC
c6ccf505c9db05a1114606840b24609c;market for natural gas, high pressure;cubic meter;DZ;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
4f43102dd8d23f12eeb3080f93df42e5;market for natural gas, high pressure;cubic meter;RU;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
67c33013ba61bf3eeafac3b05245b599;market for natural gas, high pressure;cubic meter;IE;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
8c6b2ada8ad5fc35b5c27e4ed69adc4f;market for calcium borates;kilogram;GLO;calcium borates;ecoinvent_3.9.1_consequential;1.0;borates;0891:Mining of chemical and fertilizer minerals;346: Fertilizers and pesticides
c135fab35943a9b2c8a033c4f45805a3;market for coke;megajoule;GLO;coke;ecoinvent_3.9.1_consequential;1.0;coke;1910:Manufacture of coke oven products;"33100: Coke and semi-coke of coal, of lignite or of peat; retort carbon"
6193aee4c117458bd31f63edf1d4a57b;market for natural gas, low pressure;cubic meter;BE;natural gas, low pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
721827e535be1910823d92f88fe603e0;market for indium;kilogram;GLO;indium;ecoinvent_3.9.1_consequential;1.0;indium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
f8cd20fd5fc2d24d0644184a46c2d463;market for sand;kilogram;CH;sand;ecoinvent_3.9.1_consequential;1.0;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
1ccf8b624fd66b6f76d0dc5206621a17;market for natural gas, high pressure;cubic meter;BE;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
298e4c2eabb808fc0d8f564f8aaba511;market for natural gas, high pressure;cubic meter;SK;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
59bde689d6a297a1f400a4421d9cb33e;market for natural gas, high pressure;cubic meter;SA;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
5bbb90763268cbf74b620bb98828d470;market for natural gas, high pressure;cubic meter;MX;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
6907c025629d658d44f992de43d45f36;market for zinc;kilogram;GLO;zinc;ecoinvent_3.9.1_consequential;1.0;zinc;2420:Manufacture of basic precious and other non-ferrous metals;41442: Zinc, unwrought
8000d9264cfd12dc8b9884dd34bfda54;market for phosphate rock, beneficiated;kilogram;US;phosphate rock, beneficiated;ecoinvent_3.9.1_consequential;1.0;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
8c0efc6a8dc95853d2bf29ae5f0dbc8e;market for beryllium;kilogram;GLO;beryllium;ecoinvent_3.9.1_consequential;1.0;beryllium;242:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
fcbb72e4820f56de9f3b9ca9d596b52c;market for natural gas, high pressure;cubic meter;CA;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
86e95d876ba60a085fcc44fccc291d96;market for cement, unspecified;kilogram;IN;cement, unspecified;ecoinvent_3.9.1_consequential;1.0;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
5a81311511d9b35bfb82aa46c379ab91;market for cement, unspecified;kilogram;ZA;cement, unspecified;ecoinvent_3.9.1_consequential;1.0;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
205fc139aead5cd3f88f570426879033;market for graphite;kilogram;GLO;graphite;ecoinvent_3.9.1_consequential;1.0;graphite;0899:Other mining and quarrying n.e.c.;16390: Other minerals n.e.c.
f3fbc061ef83dcb89f20f4ae35d64727;market for natural gas, high pressure;cubic meter;DE;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
6a6765c8744779489df9c9f22406f915;market for cement, unspecified;kilogram;CO;cement, unspecified;ecoinvent_3.9.1_consequential;1.0;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
e7af77499ffe3310c0b56655b7d56f49;market for silicon, multi-Si, casted;kilogram;CA-QC;silicon, multi-Si, casted;ecoinvent_3.9.1_consequential;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
86555503df0177564537897ca4b8d677;market for silicon, multi-Si, casted;kilogram;RER;silicon, multi-Si, casted;ecoinvent_3.9.1_consequential;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
e10c2e1a9c2ee19ac18561fc1670d90a;market for natural gas, high pressure;cubic meter;KZ;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
eef430094654fcdaa8e455bdeffce5a2;market for silicon tetrahydride;kilogram;GLO;silicon tetrahydride;ecoinvent_3.9.1_consequential;1.0;silicon;2011:Manufacture of basic chemicals;342: Basic inorganic chemicals n.e.c.
0cdaea8eb298113abf1cc89014fd12a2;market for cement, unspecified;kilogram;PE;cement, unspecified;ecoinvent_3.9.1_consequential;1.0;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
f4afe468c7f10fd6e0f4da1e6d6ca6a6;market for silver;kilogram;GLO;silver;ecoinvent_3.9.1_consequential;1.0;silver;0729:Mining of other non-ferrous metal ores;41310: Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […]
ad16b5a7388d3cacef7cbd6edf7db447;market for natural gas, high pressure;cubic meter;FR;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
394d678efe1f89f63d790dfc57d41c14;market for natural gas, high pressure;cubic meter;ES;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
9692baac90ac1e66554f019d3c5cd521;market for platinum;kilogram;GLO;platinum;ecoinvent_3.9.1_consequential;1.0;platinum;2420:Manufacture of basic precious and other non-ferrous metals;41330: Platinum, unwrought or in semi-manufactured forms, or in powder form
c84a6f14093215212da9606cbec0ea3d;market for sand;kilogram;RoW;sand;ecoinvent_3.9.1_consequential;1.0;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
2ff345645ebbb740eb9b6fcd37049ca3;market for hafnium sponge;kilogram;GLO;hafnium sponge;ecoinvent_3.9.1_consequential;1.0;hafnium;2420:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
f0968bef63507b145c6ac3ed5e27abbe;market for natural gas, high pressure;cubic meter;GB;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
c611cc65ac574f5cd7a49f4e080c2535;market for silicon, metallurgical grade;kilogram;GLO;silicon, metallurgical grade;ecoinvent_3.9.1_consequential;1.0;silicon;2420:Manufacture of basic precious and other non-ferrous metals;342: Basic inorganic chemicals n.e.c.
0be592f47a5f631043a4f7e48a46379d;market for latex;kilogram;RoW;latex;ecoinvent_3.9.1_consequential;1.0;latex;2013:Manufacture of plastics and synthetic rubber in primary forms;"34790: Other plastics in primary forms; ion exchangers"
908fcd2e19be274cc5feff4672191668;market for magnesium;kilogram;GLO;magnesium;ecoinvent_3.9.1_consequential;1.0;magnesium;2420:Manufacture of basic precious and other non-ferrous metals;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
ec8e5749f7f3f375ce7eae79780ed547;market for gold;kilogram;GLO;gold;ecoinvent_3.9.1_consequential;1.0;gold;0729:Mining of other non-ferrous metal ores;41320: Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form
6be220074e59dd031ff4e0a01b320501;market for gallium, semiconductor-grade;kilogram;GLO;gallium, semiconductor-grade;ecoinvent_3.9.1_consequential;1.0;gallium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
65d0d2b7bd77a2c7847056fa0def2834;market for rare earth carbonate concentrate;kilogram;GLO;rare earth carbonate concentrate;ecoinvent_3.9.1_consequential;1.0;rare earth;0729:Mining of other non-ferrous metal ores;34290: Compounds of rare earth metals, of yttrium or of scandium
ead5bb59641109c1ac4a49772cae9aa8;market for petroleum;kilogram;RNA;petroleum;ecoinvent_3.9.1_consequential;1.0;petroleum;4661:Wholesale of solid, liquid and gaseous fuels and related products;12010: Petroleum oils and oils obtained from bituminous minerals, crude
c03abcd1c28a1687f90c2b5fe168760e;market for natural gas, high pressure;cubic meter;HU;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
e901b13c44f86aa9544097c473337be8;market for natural gas, high pressure;cubic meter;RO;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
14235c527f3b1695a442ae106a55e214;market for natural gas, high pressure;cubic meter;IT;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
2eca625fed4ec15a5801920e79bcc616;market for fluorspar, 97% purity;kilogram;GLO;fluorspar, 97% purity;ecoinvent_3.9.1_consequential;1.0;fluorspar;0891:Mining of chemical and fertilizer minerals;16190: Other chemical minerals
d7710d99f156a31c4efb642b0167ed72;market for natural gas, high pressure;cubic meter;BR;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
9669f53a2503d1604ce06d7930d089f1;market for cement, unspecified;kilogram;CA-QC;cement, unspecified;ecoinvent_3.9.1_consequential;1.0;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
426c736927c75a97ae56e302aae8b614;market for phosphate rock, beneficiated;kilogram;RoW;phosphate rock, beneficiated;ecoinvent_3.9.1_consequential;1.0;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
b333bd6f565289a311ed94fb1ec799b6;market for natural gas, high pressure;cubic meter;KW;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
50cc086c29ed7e06ff688555176fa4a6;market for natural gas, high pressure;cubic meter;IR;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
3e4eeb0a87c2aebd228c61786e669cba;market for natural gas, low pressure;cubic meter;CA;natural gas, low pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
470a9beaa80fccb3d16836385ee6aca3;market for silicon carbide;kilogram;GLO;silicon carbide;ecoinvent_3.9.1_consequential;1.0;silicon;2391:Manufacture of refractory products;373: Refractory products and structural non-refractory clay products
2dc64bddd007ea6bce86df0cfadd8ede;market for helium;kilogram;GLO;helium;ecoinvent_3.9.1_consequential;1.0;helium;2011:Manufacture of basic chemicals;"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]"
c0cf50f23729fcffb7c365fddf37469c;market for copper, anode;kilogram;GLO;copper, anode;ecoinvent_3.9.1_consequential;1.0;copper;2420:Manufacture of basic precious and other non-ferrous metals;"41412: Unrefined copper; copper anodes for electrolytic refining"
fabe49606fbfb323c4faa7bae0aacb1a;market for cement, unspecified;kilogram;Europe without Switzerland;cement, unspecified;ecoinvent_3.9.1_consequential;1.0;cement;2394:Manufacture of cement, lime and plaster;374: Plaster, lime and cement
9eb351889f527267eb07d7cc9c5a2a50;market for natural gas, high pressure;cubic meter;NO;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
d0643398cc42ce9d6bab47a825b1c69c;market for rare earth oxide concentrate, 70% REO;kilogram;GLO;rare earth oxide concentrate, 70% REO;ecoinvent_3.9.1_consequential;1.0;rare earth;0729:Mining of other non-ferrous metal ores;34290: Compounds of rare earth metals, of yttrium or of scandium
52cc241427605df16360dbdf21543b0c;market for natural gas, high pressure;cubic meter;MY;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
0384390dc47fc71869de5fc892ff4f8d;market for latex;kilogram;RER;latex;ecoinvent_3.9.1_consequential;1.0;latex;2013:Manufacture of plastics and synthetic rubber in primary forms;"34790: Other plastics in primary forms; ion exchangers"
f74f20196e1d4a8e5b179df2fbe4060d;market for scandium oxide;kilogram;GLO;scandium oxide;ecoinvent_3.9.1_consequential;1.0;scandium;2420:Manufacture of basic precious and other non-ferrous metals;34290: Compounds of rare earth metals, of yttrium or of scandium
98881406c538d4a1b6e2aee7f87eb8fc;market for natural gas, low pressure;cubic meter;TR;natural gas, low pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
ecb6b7567a4f31c9dfbb4e648c0518f5;market for nickel, class 1;kilogram;GLO;nickel, class 1;ecoinvent_3.9.1_consequential;1.0;nickel;2420:Manufacture of basic precious and other non-ferrous metals;41422: Unwrought nickel
b272bd548675c7692754581267446d87;market for natural gas, high pressure;cubic meter;PL;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
365fd5af54e39b4e990e7cf7059d0842;market for tantalum concentrate, 30% Ta2O5;kilogram;GLO;tantalum concentrate, 30% Ta2O5;ecoinvent_3.9.1_consequential;1.0;tantalum;0729:Mining of other non-ferrous metal ores;41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]
06a80ecb8889f33008c1e9f8eadb932c;market for natural gas, low pressure;cubic meter;RoW;natural gas, low pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
89fa7533332bbf8914c7dcfe1feaaba4;market for strontium sulfate, 90% SrSO4;kilogram;GLO;strontium sulfate, 90% SrSO4;ecoinvent_3.9.1_consequential;1.0;strontium;0729:Mining of other non-ferrous metal ores;14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)
6af1d329f071b24cf750135d48d2a1e1;market for natural gas, high pressure;cubic meter;IQ;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
015c6111dd95c0359de96d64b9904d37;market for tungsten concentrate;kilogram;GLO;tungsten concentrate;ecoinvent_3.9.1_consequential;1.0;tungsten;0729:Mining of other non-ferrous metal ores;14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)
53d9ff010a28bd85e53dc5329f82742c;market for natural gas, low pressure;cubic meter;DE;natural gas, low pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
13c49338076980d56ae70940acc8ac2b;market for natural gas, low pressure;cubic meter;CH;natural gas, low pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
1cf4cb0999410d62d4aabe04ae23a24f;market for hafnium tetrachloride;kilogram;GLO;hafnium tetrachloride;ecoinvent_3.9.1_consequential;1.0;hafnium;2420:Manufacture of basic precious and other non-ferrous metals;342: Basic inorganic chemicals n.e.c.
164eaf27e61893b3f4b8bff081fe2dc4;market for natural gas, high pressure;cubic meter;NG;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
fb9ac05bb93aeadb21126d7d585d9545;market for natural gas, low pressure;cubic meter;NL;natural gas, low pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
09bf712622f76d4b121d6ae65f7f3d0f;market for antimony;kilogram;GLO;antimony;ecoinvent_3.9.1_consequential;1.0;antimony;2420:Manufacture of basic precious and other non-ferrous metals;"41603: Bismuth, antimony, manganese, chromium and articles thereof; including waste and scrap of bismuth or manganese"
c604fe8b4379a3e37aedcd706c72f3fa;market for natural gas, high pressure;cubic meter;LY;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
a9c19f1c49d0b0a2d704619c04dbf201;market for lithium carbonate;kilogram;GLO;lithium carbonate;ecoinvent_3.9.1_consequential;1.0;lithium;2011:Manufacture of basic chemicals;"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c."
5cfc4c42793090ea0c4806065fa2f5e4;market for phosphate rock, beneficiated;kilogram;MA;phosphate rock, beneficiated;ecoinvent_3.9.1_consequential;1.0;phosphate rock;0891:Mining of chemical and fertilizer minerals;34629: Other phosphatic fertilizers, n.e.c.
5aff879cae83df99aaee3b45603b96b1;market for sand;kilogram;BR;sand;ecoinvent_3.9.1_consequential;1.0;sand;0810:Quarrying of stone, sand and clay;15310: Natural sands
97b287002c7745541cca8c443d48377d;market for ferroniobium, 66% Nb;kilogram;GLO;ferroniobium, 66% Nb;ecoinvent_3.9.1_consequential;1.0;niobium;2410:Manufacture of basic iron and steel;41115: Other ferro-alloys
8489fd7b2f2a5ef219e85e6ae7f00e90;market for natural gas, high pressure;cubic meter;CN;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
775ae8bd046e903c7be04609a6e413e5;market for natural gas, high pressure;cubic meter;AT;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
8af27ed48a2e0c9899b83ce1bbbc992d;market for sodium borates;kilogram;GLO;sodium borates;ecoinvent_3.9.1_consequential;1.0;borates;0891:Mining of chemical and fertilizer minerals;16190: Other chemical minerals
64551ea94e12931a229dc50e4e94938c;market for natural gas, high pressure;cubic meter;SE;natural gas, high pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";12020: Natural gas, liquefied or in the gaseous state
5fd5399d37a82f6ce771f203f05549f7;market for natural gas, low pressure;cubic meter;GB;natural gas, low pressure;ecoinvent_3.9.1_consequential;1.0;natural gas;"3520:Manufacture of gas; distribution of gaseous fuels through mains";69120: Gas distribution through mains (on own account)
