name;db_target;db_year;method_0;method_1;method_2;activity;unit;total;46410: Primary cells and primary batteries;4153: Semi-finished products of aluminium or aluminium alloys;88752: Battery and accumulator manufacturing services;46430: Parts of primary cells, primary batteries and electric accumulators (including separators);53269: Other constructions for manufacturing;"471: Electronic valves and tubes; electronic components; parts thereof";47130: Printed circuits;35470: Chemical elements and compounds doped for use in electronics;"41412: Unrefined copper; copper anodes for electrolytic refining";46950: Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…];"463: Insulated wire and cable; optical fibre cables";89330: Metal forging, pressing, stamping, roll forming and powder metallurgy services;4124: Bars and rods, hot-rolled, of iron or steel;6511: Road transport services of freight;34170: Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];17100: Electrical energy;65119: Other road transport services of freight;65213: Coastal and transoceanic water transport services of intermodal containers by container ships;34710: Polymers of ethylene, in primary forms;17300: Steam and hot water;88601: Basic iron and steel manufacturing services;4151: Semi-finished products of copper or copper alloys;6512: Railway transport services of freight;89200: Moulding, pressing, stamping, extruding and similar plastic manufacturing services;893: Casting, forging, stamping and similar metal manufacturing services;65229: Other inland water transport services of freight;41122: Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;36990: Articles of plastics n.e.c.;347: Plastics in primary forms;18000: Natural water;Unnamed: 50;53211: Highways (except elevated highways), streets and roads;33360: Gas oil;"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";65219: Other coastal and transoceanic water transport services of other freight;other
LiMn2O4;Base;2040;T-reX;Demand: Natural gas;Natural gas;NMC811, rechargeable, prismatic;kg;2.2242981853841712;0.0;0.0562921980410747;0.0289977567592147;0.6855810382710215;0.0;0.0;0.0;0.0;0.0;0.0375758379646292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1044983502451531;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08705481871890697
NCA;Base;2040;T-reX;Demand: Natural gas;Natural gas;LFP, rechargeable, prismatic;kg;1.1500993275833478;0.7650788774846551;0.08999607104617;0.0545645365031443;0.0431549125770664;0.0123097357470301;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.034895866641934115
LFP;Base;2040;T-reX;Demand: Natural gas;Natural gas;LiMn2O4, rechargeable, prismatic;kg;0.6372206099872946;0.8207031632653558;0.0;0.0;0.0;0.0;0.0;0.1077604450100593;0.0;0.0;0.0;0.0118751192058735;0.0;0.0199383462124643;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0140990261468176;0.0;0.0;0.0;0.0;0.025623900159429613
NMC811;Base;2040;T-reX;Demand: Nickel;Nickel;LiMn2O4, rechargeable, prismatic;kg;-0.0600719173768299;0.4949519447062115;0.0;0.0;0.0;0.0;0.0646084742873099;0.0539881984952455;0.0;0.0;0.0;0.1324053349395233;0.0;0.2260704035011704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02797564407053943
NMC111;Base;2040;T-reX;Demand: Nickel;Nickel;LFP, rechargeable, prismatic;kg;-0.1421017959761656;0.7006414029469524;0.0123807267744874;0.0402930078113609;0.1207597220927652;0.0906482956399752;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0352768447344588
LiMn2O4;Base;2040;T-reX;Demand: Nickel;Nickel;NMC811, rechargeable, prismatic;kg;-0.59311683513669;0.0;0.0;0.0099410439276857;0.9023873703333968;0.0310314874522818;0.0;0.0;0.010172270333328;0.0258325991983161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020635228754991575
NCA;Base;2040;T-reX;Demand: Nickel;Nickel;NCA, rechargeable, prismatic;kg;-0.73596028714505;0.0;0.0;0.0080101731716801;0.9191032427769033;0.0269085900564992;0.0;0.0;0.0071667969418498;0.0214420364290814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0173691606239863
LFP;Base;2040;T-reX;Demand: Nickel;Nickel;NMC111, rechargeable, prismatic;kg;-1.204238547016397;0.0;0.0;0.0047009746902349;0.9630757222096163;0.0055305301306854;0.0;0.0;0.0044212837047377;0.0128471817172615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00942430754746415
NMC811;Base;2040;T-reX;Demand: Petroleum;Petroleum;NMC111, rechargeable, prismatic;kg;1.023758545308985;0.0;0.0950139376315666;0.0376153417098988;0.5412817120842242;0.0334360327250857;0.0;0.0;0.0;0.0;0.2390536940915706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05359928175765416
NMC111;Base;2040;T-reX;Demand: Petroleum;Petroleum;NCA, rechargeable, prismatic;kg;0.9400195311841366;0.0;0.1093363915577685;0.0426595866034833;0.4573647138020441;0.041337076066744;0.0;0.0;0.0;0.0;0.2898375271424978;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.059464704827462356
LiMn2O4;Base;2040;T-reX;Demand: Petroleum;Petroleum;NMC811, rechargeable, prismatic;kg;0.8726359715772467;0.0;0.1157148385162425;0.0459619360835747;0.4343517367879473;0.0404499440383439;0.0;0.0;0.0;0.0;0.2978394931554965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.065682051418395
NCA;Base;2040;T-reX;Demand: Petroleum;Petroleum;LiMn2O4, rechargeable, prismatic;kg;0.7287680515407496;0.9300070886227128;0.0;0.0;0.0;0.0108304213483563;0.0;0.0150438668097671;0.0;0.0;0.0;0.0;0.0;0.0128376383451234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0137394155224942;0.0;0.0;0.0;0.0;0.01754156935154616
LFP;Base;2040;T-reX;Demand: Petroleum;Petroleum;LFP, rechargeable, prismatic;kg;0.604138382273383;0.6716490275572963;0.1389273720033058;0.0650024536695808;0.035035691650146;0.042262783601687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047122671517984105
NMC811;Base;2040;T-reX;Demand: Phosphate rock;Phosphate rock;LFP, rechargeable, prismatic;kg;0.387203183400834;0.9942546546281422;0.0006878185892791;0.0017516848459201;0.0022071277301139;0.0;0.0006690284443801;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00042968576216451115
NMC111;Base;2040;T-reX;Demand: Phosphate rock;Phosphate rock;LiMn2O4, rechargeable, prismatic;kg;0.1281571172336496;0.9873866476373784;0.0;0.0;0.0;0.0;0.001201733457526;0.0075132852219237;0.0;0.0;0.0;0.0023737205322183;0.0;0.0006033650452457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000921248105707817
LiMn2O4;Base;2040;T-reX;Demand: Phosphate rock;Phosphate rock;NMC811, rechargeable, prismatic;kg;0.1187112501553455;0.0;0.0;0.0058548121518103;0.0379256066382616;0.0;0.002687205310141;0.0;0.9422729293028624;0.0052010307744557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006058415822469021
NCA;Base;2040;T-reX;Demand: Phosphate rock;Phosphate rock;NMC111, rechargeable, prismatic;kg;0.1058944236929788;0.0;0.0;0.0063017322447204;0.046015118972749;0.0;0.0030054590978095;0.0;0.9321767473452304;0.0059224862338368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006578456105653885
LFP;Base;2040;T-reX;Demand: Phosphate rock;Phosphate rock;NCA, rechargeable, prismatic;kg;0.1050505696868652;0.0;0.0;0.0066150095181187;0.0461369277308741;0.0;0.0032621057560246;0.0;0.9308753205094872;0.0060894596512584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007021176834237086
NMC811;Base;2040;T-reX;Demand: Sand;Sand;NCA, rechargeable, prismatic;kg;1.092798637641289;0.0;0.0207686835075579;0.0;0.5444635237148994;0.3095622989624343;0.0;0.0;0.0;0.0249236619247797;0.0230057557714642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07727607611886456
NMC111;Base;2040;T-reX;Demand: Sand;Sand;NMC111, rechargeable, prismatic;kg;1.0575258642318854;0.0;0.0203118811715794;0.0205677459528408;0.5793123784404023;0.285581412131549;0.0;0.0;0.0;0.0252499766421161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06897660566151231
LiMn2O4;Base;2040;T-reX;Demand: Sand;Sand;NMC811, rechargeable, prismatic;kg;1.010419456963186;0.0;0.0;0.0224206295630686;0.5410020399090593;0.3038211487008597;0.0;0.0;0.0;0.0261720802578255;0.023734712819273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0828493887499141
NCA;Base;2040;T-reX;Demand: Sand;Sand;LFP, rechargeable, prismatic;kg;0.6843104154412003;0.3326207007436926;0.0271285092063513;0.032306238994144;0.2224503588997948;0.3530749723596454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032419219796371856
LFP;Base;2040;T-reX;Demand: Sand;Sand;LiMn2O4, rechargeable, prismatic;kg;0.1946641775835908;0.5734635842894734;0.0;0.0;0.0;0.186645389595501;0.044755132143839;0.0880913930467452;0.0;0.0;0.0;0.0572538616495997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04979063927484173
NMC811;Base;2040;T-reX;Demand: Water;Water;NMC111, rechargeable, prismatic;kg;69.05330873312225;0.0;0.0420212279910204;0.0324205189821863;0.7974337855301176;0.0;0.0;0.0;0.0;0.0;0.0126157322040557;0.0;0.0462286622228553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0692800730697648
NMC111;Base;2040;T-reX;Demand: Water;Water;NCA, rechargeable, prismatic;kg;59.57691953732983;0.0;0.0515838550107946;0.0391310615166371;0.751145773176149;0.0;0.0;0.0;0.0;0.0;0.0168441642717484;0.0;0.0568866202576208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08440852576705005
LiMn2O4;Base;2040;T-reX;Demand: Water;Water;NMC811, rechargeable, prismatic;kg;54.51390756316906;0.0;0.0553854970631064;0.0427728875615956;0.7332002159052307;0.0;0.0;0.0;0.0;0.0;0.0175617255670822;0.0;0.0612851274702887;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08979454643269646
NCA;Base;2040;T-reX;Demand: Water;Water;LFP, rechargeable, prismatic;kg;36.21722552981928;0.6355149959067306;0.0694974560710376;0.0628546761887861;0.0966544845597299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0882571540306729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04722123324304284
LFP;Base;2040;T-reX;Demand: Water;Water;LiMn2O4, rechargeable, prismatic;kg;19.71153940097624;0.5502184024438371;0.0;0.0;0.0;0.0;0.0120618700406779;0.3977964876861056;0.0;0.0;0.0;0.0094067600039535;0.0;0.0123897224595439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018126757365881874
NMC811;Base;2040;T-reX;Demand: Zinc;Zinc;NMC111, rechargeable, prismatic;kg;0.0395121093895945;0.0;0.0;0.0760712694317217;0.647304517359225;0.1597194646235727;0.0453310735048734;0.0;0.0399793268642213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03159434821638585
NMC111;Base;2040;T-reX;Demand: Zinc;Zinc;NCA, rechargeable, prismatic;kg;0.0376928189690071;0.0;0.0;0.08304010251472;0.5975854743818362;0.1910758795230307;0.0511658430391927;0.0;0.0415169696049877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035615730936232715
LiMn2O4;Base;2040;T-reX;Demand: Zinc;Zinc;NMC811, rechargeable, prismatic;kg;0.035044249480275;0.0;0.0;0.08933173791333;0.585219735371296;0.1867678157136025;0.0512292820339274;0.0;0.0510794445525411;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03637198441530298
NCA;Base;2040;T-reX;Demand: Zinc;Zinc;LFP, rechargeable, prismatic;kg;0.0285148691721385;0.3394954401428587;0.0;0.1071223831059518;0.301376515954506;0.1726949808577706;0.0511275525868766;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02818312735203632
LFP;Base;2040;T-reX;Demand: Zinc;Zinc;LiMn2O4, rechargeable, prismatic;kg;0.0101215315042882;0.4024062985718119;0.0;0.0;0.0;0.1720724652035211;0.0092980283363025;0.3893547234648795;0.0;0.0;0.0;0.0137668125453735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013101671878111398
NMC811;Base;2040;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);NMC111, rechargeable, prismatic;kg;0.0004357077975777;0.0;0.0;0.0167913494249459;0.4642688503672447;0.1239265646839449;0.0;0.0;0.0317146709297593;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.311468912706366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05182965188773925
NMC111;Base;2040;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);NCA, rechargeable, prismatic;kg;0.0004199527012593;0.0;0.0;0.0181317877504073;0.4231096021392286;0.1443282443304846;0.0;0.0;0.0325967074201347;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3237623778042299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.058071280555515026
LiMn2O4;Base;2040;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);NMC811, rechargeable, prismatic;kg;0.0003998633667798;0.0;0.0;0.0190501963503239;0.4049872890765464;0.1378609996041477;0.0;0.0;0.0391598626443862;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3400270412105901;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.058914611114005755
NCA;Base;2040;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);LiMn2O4, rechargeable, prismatic;kg;0.0002086562150288;0.2247084919420563;0.0;0.0;0.0;0.0401547154862244;0.0;0.0251877574661286;0.0;0.0;0.0;0.0;0.0;0.0162653300339842;0.0;0.0;0.0;0.6640839623579052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02959974271370125
LFP;Base;2040;T-reX;Waste: CO$_{2}$ combined;CO$_{2}$ (kg);LFP, rechargeable, prismatic;kg;0.0001949193980202;0.4945848857760747;0.0264804688100976;0.0442777929569685;0.1389376561742085;0.2341428589104787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06157633737217194
NMC811;Base;2040;T-reX;Waste: Hazardous combined;Hazardous (kg);NMC111, rechargeable, prismatic;kg;1.4743913563678426;0.0;0.0013247728261204;0.0051604653013955;0.9783820446760092;0.0;0.0018862797967103;0.0;0.0;0.0;0.0;0.0;0.0090582256114169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004188211788347718
NMC111;Base;2040;T-reX;Waste: Hazardous combined;Hazardous (kg);NCA, rechargeable, prismatic;kg;0.6920240960853711;0.0;0.0029653891899247;0.0114492297248388;0.951422528233826;0.0;0.0043272322789415;0.0;0.0;0.0;0.0;0.0;0.0204892966465571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009346323925911948
LiMn2O4;Base;2040;T-reX;Waste: Hazardous combined;Hazardous (kg);NMC811, rechargeable, prismatic;kg;0.4979977015468471;0.0;0.004168623781605;0.015912781762428;0.9335645956231692;0.0;0.0055975807272595;0.0;0.0;0.0;0.0;0.0;0.0280669460326361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012689472072902164
NCA;Base;2040;T-reX;Waste: Hazardous combined;Hazardous (kg);LFP, rechargeable, prismatic;kg;0.1339280317456186;0.7303191953817476;0.0;0.0576411205269143;0.062928098373858;0.0;0.0169023461592506;0.0;0.0;0.0;0.0;0.0;0.0998512922371168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032357947321112634
LFP;Base;2040;T-reX;Waste: Hazardous combined;Hazardous (kg);LiMn2O4, rechargeable, prismatic;kg;0.0258364740218046;0.3850569617717521;0.0;0.0;0.0;0.0;0.0265975269626558;0.4969103675323877;0.0;0.0;0.0;0.0445037976424077;0.0;0.0137858090066149;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.033145537084181775
NMC811;Base;2040;T-reX;Waste: Incineration combined;Incineration (kg);NMC111, rechargeable, prismatic;kg;1.5407671716291749;0.0;0.0;0.0068480417147038;0.9553634593056616;0.0134113834873412;0.0024382901112536;0.0;0.0;0.0;0.0;0.0;0.0146368278194034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0073019975616364086
NMC111;Base;2040;T-reX;Waste: Incineration combined;Incineration (kg);NCA, rechargeable, prismatic;kg;0.7594310872979136;0.0;0.0;0.0144680796342791;0.8919366450227082;0.0383777153324026;0.0053265567490717;0.0;0.0;0.0;0.0;0.0;0.0315273853653239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018363617896214546
LiMn2O4;Base;2040;T-reX;Waste: Incineration combined;Incineration (kg);NMC811, rechargeable, prismatic;kg;0.5610831793367956;0.0;0.0;0.0195861001607876;0.8595334890366723;0.0472831563927692;0.0067112583803428;0.0;0.0;0.0;0.0;0.0;0.0420652338838919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02482076214553608
NCA;Base;2040;T-reX;Waste: Incineration combined;Incineration (kg);LFP, rechargeable, prismatic;kg;0.1840619121294505;0.5854009239616487;0.0;0.0581044347767002;0.0771987152597126;0.1110950717090083;0.0;0.0;0.0;0.0;0.0;0.0;0.1226843925332743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045516461759655846
LFP;Base;2040;T-reX;Waste: Incineration combined;Incineration (kg);LiMn2O4, rechargeable, prismatic;kg;0.0724610576561864;0.6662609479467851;0.0;0.0;0.0;0.0855482294655398;0.0;0.1989842964302814;0.0;0.0;0.0;0.0144915575075335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0110164918866698;0.0;0.0;0.0;0.0;0.02369847676319048
NMC811;Base;2040;T-reX;Waste: Landfill combined;Landfill (kg);NMC111, rechargeable, prismatic;kg;12.96122115693133;0.0;0.0090411028988962;0.0;0.8962757995673214;0.0420871053261618;0.0;0.0;0.0125862950786822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0094856018947499;0.0;0.0;0.0;0.0;0.03052409523418853
NMC111;Base;2040;T-reX;Waste: Landfill combined;Landfill (kg);NCA, rechargeable, prismatic;kg;10.709329403847374;0.0;0.0115635494208966;0.0;0.8652006512628688;0.0575823552346876;0.0;0.0;0.0150903782218507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0115088862305672;0.0;0.0;0.0;0.0;0.03905417962912916
LiMn2O4;Base;2040;T-reX;Waste: Landfill combined;Landfill (kg);NMC811, rechargeable, prismatic;kg;9.647216476365116;0.0;0.0126126476654505;0.0;0.855108071245756;0.0581747193116686;0.0;0.0;0.0191619208890733;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0127569521972424;0.0;0.0;0.0;0.0;0.04218568869080919
NCA;Base;2040;T-reX;Waste: Landfill combined;Landfill (kg);LFP, rechargeable, prismatic;kg;4.289848139514675;0.7442870373019368;0.0;0.0258891928948545;0.0469673692336345;0.1029850611529358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0325324153695984;0.0;0.0;0.0;0.0;0.04733892404703999
LFP;Base;2040;T-reX;Waste: Landfill combined;Landfill (kg);LiMn2O4, rechargeable, prismatic;kg;1.9981138355428167;0.7447175223969789;0.0;0.0;0.0;0.0588040039606698;0.0;0.0279132621880102;0.0;0.0;0.0;0.0;0.0;0.0489561027646816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703974718854317;0.0;0.0;0.0;0.0;0.04921163680422802
NMC811;Base;2040;T-reX;Waste: Openburning combined;Openburning (kg);NCA, rechargeable, prismatic;kg;0.016757555759168;0.0;0.0;0.068153399088904;0.3011244168098106;0.2885369908706292;0.0;0.0;0.0223817866454225;0.0;0.0;0.0;0.2572561437714626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06254726281377099
NMC111;Base;2040;T-reX;Waste: Openburning combined;Openburning (kg);NMC111, rechargeable, prismatic;kg;0.0160680480406526;0.0;0.0;0.0682557843176211;0.3282065003883991;0.2652901874859099;0.0;0.0;0.0235626282531359;0.0;0.0;0.0;0.2527091398273869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.061975759727546986
LiMn2O4;Base;2040;T-reX;Waste: Openburning combined;Openburning (kg);NMC811, rechargeable, prismatic;kg;0.0158887114290518;0.0;0.0;0.07189282837615;0.2942979901216399;0.2764949427259295;0.0;0.0;0.0270019676039234;0.0;0.0;0.0;0.267461934805789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06285033636656834
