name;db_target;db_year;method_0;method_1;method_2;activity;unit;total;46410: Primary cells and primary batteries;4153: Semi-finished products of aluminium or aluminium alloys;88752: Battery and accumulator manufacturing services;46430: Parts of primary cells, primary batteries and electric accumulators (including separators);53269: Other constructions for manufacturing;"471: Electronic valves and tubes; electronic components; parts thereof";47130: Printed circuits;35470: Chemical elements and compounds doped for use in electronics;"41412: Unrefined copper; copper anodes for electrolytic refining";46950: Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…];"463: Insulated wire and cable; optical fibre cables";89330: Metal forging, pressing, stamping, roll forming and powder metallurgy services;4124: Bars and rods, hot-rolled, of iron or steel;6511: Road transport services of freight;34170: Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];17100: Electrical energy;65119: Other road transport services of freight;65213: Coastal and transoceanic water transport services of intermodal containers by container ships;34710: Polymers of ethylene, in primary forms;17300: Steam and hot water;88601: Basic iron and steel manufacturing services;4151: Semi-finished products of copper or copper alloys;6512: Railway transport services of freight;89200: Moulding, pressing, stamping, extruding and similar plastic manufacturing services;893: Casting, forging, stamping and similar metal manufacturing services;65229: Other inland water transport services of freight;41122: Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;36990: Articles of plastics n.e.c.;347: Plastics in primary forms;18000: Natural water;Unnamed: 50;53211: Highways (except elevated highways), streets and roads;33360: Gas oil;"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";65219: Other coastal and transoceanic water transport services of other freight;other
LFP;Base;2090;T-reX;Demand: Aluminium;Aluminium;LiMn2O4, rechargeable, prismatic;kg;0.4365859431001171;0.9743098455989946;0.0;0.0;0.0;0.0037387242247526;0.0;0.0078803591393976;0.0;0.0;0.0;0.0032051183133741;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0054183474179906;0.0;0.0;0.0;0.0;0.005447605305490488
LiMn2O4;Base;2090;T-reX;Demand: Bauxite;Bauxite;NCA, rechargeable, prismatic;kg;1.005636211544546;0.0;0.632947655570486;0.1804199403697681;0.159986273715572;0.0088914674179252;0.0033878956587429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014366767267505742
NMC111;Base;2090;T-reX;Demand: Bauxite;Bauxite;NMC811, rechargeable, prismatic;kg;0.979322086754301;0.0;0.6385936839348699;0.1853001827944375;0.1495457087100113;0.008453923952493;0.0;0.0;0.0035276159197696;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014578884688418725
NCA;Base;2090;T-reX;Demand: Bauxite;Bauxite;LFP, rechargeable, prismatic;kg;0.9787851799477096;0.2513313172794454;0.5339900572710566;0.1809272824167632;0.0216098319774829;0.0051397299580546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0070017810971972905
NMC811;Base;2090;T-reX;Demand: Bauxite;Bauxite;NMC111, rechargeable, prismatic;kg;0.9671054300940276;0.0;0.6228348532518423;0.1801589195831586;0.1710021049181654;0.0083095930863435;0.0032717836097157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014422745550774496
LFP;Base;2090;T-reX;Demand: Bauxite;Bauxite;LiMn2O4, rechargeable, prismatic;kg;0.4806391716392206;0.9745740433472612;0.0;0.0;0.0;0.0041705492562874;0.0;0.0072592742504647;0.0;0.0;0.0;0.0032462273626186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0050504055128323;0.0;0.0;0.0;0.0;0.0056995002705358955
LiMn2O4;Base;2090;T-reX;Demand: Cement;Cement;NMC111, rechargeable, prismatic;kg;0.5989378084737865;0.0;0.0152437927472983;0.0205060472540511;0.6586480097969633;0.2426357138345966;0.0;0.0;0.0134872301771465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04947920618994428
NMC111;Base;2090;T-reX;Demand: Cement;Cement;NCA, rechargeable, prismatic;kg;0.5450762874839448;0.0;0.0177012355066914;0.0234640103468854;0.5885328501360362;0.2977641987996324;0.0;0.0;0.0146813428557196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.057856362355034996
NCA;Base;2090;T-reX;Demand: Cement;Cement;NMC811, rechargeable, prismatic;kg;0.4911354250582514;0.0;0.019302539901844;0.0260455917600518;0.5740374782480717;0.3004330850813907;0.0;0.0;0.018638050084395;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.061543254924246615
NMC811;Base;2090;T-reX;Demand: Cement;Cement;LFP, rechargeable, prismatic;kg;0.332634885267519;0.3242247706974429;0.0238579334420336;0.0373659889217333;0.2293595549580678;0.3430743044747056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04211744750601687
LFP;Base;2090;T-reX;Demand: Cement;Cement;LiMn2O4, rechargeable, prismatic;kg;0.109511139145652;0.4987949876977033;0.0;0.0;0.0;0.1515979759569992;0.0;0.0713084866588077;0.0;0.0;0.0;0.0;0.0;0.1733867634910698;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0355968054416625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06931498075375742
LiMn2O4;Base;2090;T-reX;Demand: Coal(black);Coal(black);NMC111, rechargeable, prismatic;kg;1.9949230045627195;0.0;0.2264677348199832;0.0823540610297426;0.5389942405644339;0.0429338235227875;0.0;0.0;0.0;0.0;0.0334856639536927;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0757644761093601
NMC111;Base;2090;T-reX;Demand: Coal(black);Coal(black);NCA, rechargeable, prismatic;kg;1.8775291955648843;0.0;0.254261401465458;0.0911208010682214;0.4794914354412695;0.0513068447699326;0.0;0.0;0.0;0.0;0.041400291284189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08241922597092954
NCA;Base;2090;T-reX;Demand: Coal(black);Coal(black);NMC811, rechargeable, prismatic;kg;1.7706734769401402;0.0;0.2648830607672076;0.0966368607794231;0.4585638279587569;0.0495607685776405;0.0;0.0;0.0;0.0;0.0418764584204636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08847902349650838
NMC811;Base;2090;T-reX;Demand: Coal(black);Coal(black);LFP, rechargeable, prismatic;kg;1.330420080416033;0.4115303085508547;0.2941233826128941;0.125299751500483;0.0603966207635167;0.0454718575485338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06317807902371775
LFP;Base;2090;T-reX;Demand: Coal(black);Coal(black);LiMn2O4, rechargeable, prismatic;kg;0.8437244870881363;0.7304982274740422;0.0;0.0;0.0;0.0187762373175811;0.0;0.0575520225209429;0.0;0.0;0.0;0.0;0.0;0.1048826749870585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0322791421825421;0.0;0.0;0.0;0.0;0.05601169551783314
LiMn2O4;Base;2090;T-reX;Demand: Coal(brown);Coal(brown);NMC111, rechargeable, prismatic;kg;0.1382280949015571;0.0;0.440898180863237;0.1290028640454867;0.4003770150664961;0.0087194608823724;0.0;0.0;0.0066830902123604;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014319388930047472
NMC111;Base;2090;T-reX;Demand: Coal(brown);Coal(brown);NCA, rechargeable, prismatic;kg;0.1318922411167125;0.0;0.4882894642304728;0.1407900918016055;0.3378429155713973;0.010204892375133;0.0;0.0;0.006938617862798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01593401815859341
NCA;Base;2090;T-reX;Demand: Coal(brown);Coal(brown);NMC811, rechargeable, prismatic;kg;0.1260017717569497;0.0;0.5021822376518825;0.1473977043823776;0.3161986385943935;0.0098678845601103;0.0;0.0;0.0083079568158391;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016045577995396965
NMC811;Base;2090;T-reX;Demand: Coal(brown);Coal(brown);LFP, rechargeable, prismatic;kg;0.1037124637453042;0.2729449714780296;0.5098580971756737;0.1747343783197717;0.0265217662590739;0.0074888001487667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008451986618684404
LFP;Base;2090;T-reX;Demand: Coal(brown);Coal(brown);LiMn2O4, rechargeable, prismatic;kg;0.0507252493798413;0.9650918878855846;0.0;0.0;0.0;0.0061010380275323;0.0;0.0104783205690801;0.0;0.0;0.0;0.0055234390044249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005191178034292;0.0;0.0;0.0;0.0;0.007614136479086153
LiMn2O4;Base;2090;T-reX;Demand: Cobalt;Cobalt;NMC111, rechargeable, prismatic;kg;0.2352831403228139;0.0;0.0;0.0;0.9999952021168848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.797883115248425e-06
NMC111;Base;2090;T-reX;Demand: Cobalt;Cobalt;NCA, rechargeable, prismatic;kg;0.0958052399824774;0.0;0.0;0.0;0.9999873113489042;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2688651095826842e-05
NCA;Base;2090;T-reX;Demand: Cobalt;Cobalt;NMC811, rechargeable, prismatic;kg;0.0625676748006235;0.0;0.0;0.0;0.9999817248022976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.827519770236652e-05
NMC811;Base;2090;T-reX;Demand: Cobalt;Cobalt;LFP, rechargeable, prismatic;kg;1.2181423199072895e-06;0.6136776120397041;0.027841883143244;0.0467593234708977;0.1928166076932035;0.0645513340982398;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05435323955471094
LFP;Base;2090;T-reX;Demand: Cobalt;Cobalt;LiMn2O4, rechargeable, prismatic;kg;6.301450483573714e-07;0.3792299135776448;0.0;0.0;0.0;0.0203111467902778;0.0;0.0536838825901302;0.0;0.0;0.0;0.0181561553868748;0.0;0.495155680979481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03346322067559149
LiMn2O4;Base;2090;T-reX;Demand: Coke;Coke;NMC111, rechargeable, prismatic;kg;2.0160108234275245;0.0;0.0619514421981309;0.0357060707222405;0.6146058438675968;0.1555187268944001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0229189179304781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10929899838715373
NMC111;Base;2090;T-reX;Demand: Coke;Coke;NCA, rechargeable, prismatic;kg;1.9735235710067995;0.0;0.0668611261451566;0.0379826723942267;0.5380768394034237;0.1778215726493028;0.0;0.0;0.0;0.0;0.0607382933700778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11851949603781242
NCA;Base;2090;T-reX;Demand: Coke;Coke;NMC811, rechargeable, prismatic;kg;1.8343007937396605;0.0;0.0706709924496988;0.0408728019268329;0.5235915156954146;0.1742073424539821;0.0;0.0;0.0;0.0;0.0623384983130903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12831884916098124
NMC811;Base;2090;T-reX;Demand: Coke;Coke;LiMn2O4, rechargeable, prismatic;kg;1.6888897525150204;0.2113676748653318;0.0;0.0;0.0;0.0269406345402498;0.0;0.0253660710396578;0.0;0.0;0.0;0.0;0.0;0.6422606585668574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0644560905051437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02960887048275951
LFP;Base;2090;T-reX;Demand: Coke;Coke;LFP, rechargeable, prismatic;kg;1.3461113647640006;0.4460404462522878;0.0796843762655953;0.0544606585497946;0.1482352872267548;0.1794579382119409;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09212129349362652
LiMn2O4;Base;2090;T-reX;Demand: Copper;Copper;NCA, rechargeable, prismatic;kg;0.5574128878932393;0.2131175335385173;0.0;0.0233448528026797;0.6281820295677939;0.0170768549924159;0.0;0.0;0.0;0.0911788132550446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02709991584354865
NMC111;Base;2090;T-reX;Demand: Copper;Copper;NMC111, rechargeable, prismatic;kg;0.5321899017963251;0.2109232550499968;0.0;0.0234804095814843;0.6284541981097995;0.0164158632301126;0.0;0.0;0.0;0.0936025408590505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027123733169556297
NCA;Base;2090;T-reX;Demand: Copper;Copper;NMC811, rechargeable, prismatic;kg;0.5305997402347826;0.2138956021426258;0.0;0.0245288434509496;0.6242262892105696;0.0164514755433074;0.0;0.0;0.0;0.0926768080205778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028220981631969844
NMC811;Base;2090;T-reX;Demand: Copper;Copper;LFP, rechargeable, prismatic;kg;0.4692207991337924;0.9057352904833256;0.0051363594808371;0.0270680454834599;0.0418568833223839;0.0102727878614212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009930633368572361
LFP;Base;2090;T-reX;Demand: Copper;Copper;LiMn2O4, rechargeable, prismatic;kg;0.0775429976479042;0.174747680793365;0.0;0.0;0.0;0.0;0.2452301578086813;0.0487596709100208;0.0;0.0;0.0;0.5180184210961943;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0068792668982932;0.0;0.0;0.0;0.0;0.006364802493445398
LiMn2O4;Base;2090;T-reX;Demand: Electricity;Electricity;NMC111, rechargeable, prismatic;kg;70.57003758599923;0.0038201367823809;0.0455004514585057;0.0139770447353438;0.929014494489215;0.0;0.0;0.0;0.0;0.0028199679950305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004867904539524126
NMC111;Base;2090;T-reX;Demand: Electricity;Electricity;NCA, rechargeable, prismatic;kg;54.04600204008867;0.0052772819730782;0.0627847043197307;0.0190050045713058;0.9022293441099682;0.0;0.0;0.0;0.0;0.0037493995129599;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006954265512957081
NCA;Base;2090;T-reX;Demand: Electricity;Electricity;NMC811, rechargeable, prismatic;kg;46.56978837707428;0.005839247712245;0.0715922353337777;0.0220598851011281;0.8884783738142606;0.0;0.0;0.0;0.0;0.0042881828212448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0077420752173438245
NMC811;Base;2090;T-reX;Demand: Electricity;Electricity;LFP, rechargeable, prismatic;kg;6.478382363583802;0.3700822760249085;0.4311650136715599;0.1546142161013618;0.0291872979433117;0.0;0.0047586647167794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010192531542078664
LFP;Base;2090;T-reX;Demand: Electricity;Electricity;LiMn2O4, rechargeable, prismatic;kg;3.361181836711829;0.9319542459514306;0.0;0.0;0.0;0.0;0.0118927169747936;0.0184105234328202;0.0;0.0;0.0;0.024215517759029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0050526303729243;0.0;0.0;0.0;0.0;0.00847436550900238
LiMn2O4;Base;2090;T-reX;Demand: Fluorspar;Fluorspar;LFP, rechargeable, prismatic;kg;0.1793173654914612;0.9871896009256113;0.0011578557253399;0.00544317648678;0.0032873478339648;0.0;0.0024753941826565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00044662484564750304
NMC111;Base;2090;T-reX;Demand: Fluorspar;Fluorspar;LiMn2O4, rechargeable, prismatic;kg;0.1316423176268522;0.9963871492629928;0.0;0.0;0.0;0.0;0.0007057088482886;0.0016686139162613;0.0;0.0;0.0;0.0008277540162199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001918598876762;0.0;0.0;0.0;0.0;0.00021891406856122675
NCA;Base;2090;T-reX;Demand: Fluorspar;Fluorspar;NMC811, rechargeable, prismatic;kg;0.1306302099013536;0.0;0.0;0.0076566905105205;0.0933454768269277;0.0;0.0041843915532731;0.0;0.8891777115844457;0.0019201082581008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003715621266732083
NMC811;Base;2090;T-reX;Demand: Fluorspar;Fluorspar;NMC111, rechargeable, prismatic;kg;0.1181149893268479;0.0;0.0;0.0081303248062653;0.1132780259194942;0.0;0.0046170237844163;0.0;0.867820572540421;0.00219295245593;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003961100493473202
LFP;Base;2090;T-reX;Demand: Fluorspar;Fluorspar;NCA, rechargeable, prismatic;kg;0.1160640367850623;0.0;0.0;0.0086161070715532;0.1049069000563601;0.0;0.005059201659972;0.0;0.8748948426815237;0.0022724656299611;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004250482900629904
LiMn2O4;Base;2090;T-reX;Demand: Hydrogen;Hydrogen;NMC111, rechargeable, prismatic;kg;0.0213252811769295;0.0;0.0240438931404254;0.0;0.7836980178629086;0.0404940143095165;0.0;0.0;0.0291441807926869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.059602351553699;0.0;0.0;0.0;0.0;0.06301754234076362
NMC111;Base;2090;T-reX;Demand: Hydrogen;Hydrogen;NCA, rechargeable, prismatic;kg;0.0178908372667825;0.0;0.0302869119243481;0.0;0.7297425539044643;0.0543621732792218;0.0;0.0;0.0344139501035294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0712949833680888;0.0;0.0;0.0;0.0;0.07989942742034761
NCA;Base;2090;T-reX;Demand: Hydrogen;Hydrogen;NMC811, rechargeable, prismatic;kg;0.0164148607068059;0.0;0.0324342087951085;0.0;0.7085617810932531;0.0538992346852777;0.0;0.0;0.0429048761883089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0776924054848793;0.0;0.0;0.0;0.0;0.08450749375317257
NMC811;Base;2090;T-reX;Demand: Hydrogen;Hydrogen;LFP, rechargeable, prismatic;kg;0.0095587747903108;0.6002031056429217;0.0;0.0350446503454867;0.0546375223593143;0.0749779332186648;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1757606274340182;0.0;0.0;0.0;0.0;0.05937616099959442
LFP;Base;2090;T-reX;Demand: Hydrogen;Hydrogen;LiMn2O4, rechargeable, prismatic;kg;0.0060651115460654;0.5639190874215971;0.0;0.0;0.0;0.0;0.0;0.0467740937178934;0.0;0.0;0.0;0.0;0.0;0.0615564418152102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1961556500387622;0.0;0.0;0.0504214237304415;0.0;0.08117330327609551
LiMn2O4;Base;2090;T-reX;Demand: Lithium;Lithium;LFP, rechargeable, prismatic;kg;0.5570670882147303;0.9999098705666158;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
NMC111;Base;2090;T-reX;Demand: Lithium;Lithium;NMC811, rechargeable, prismatic;kg;0.3363415229618297;0.0;;;0.9229921550522168;0.0;0.0;0.0;0.0767806280116285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
NCA;Base;2090;T-reX;Demand: Lithium;Lithium;NCA, rechargeable, prismatic;kg;0.332553798118862;0.0;;;0.9318720413850298;0.0;0.0;0.0;0.0678877741148018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
NMC811;Base;2090;T-reX;Demand: Lithium;Lithium;NMC111, rechargeable, prismatic;kg;0.2853988812311953;0.0;;;0.9198853502691352;0.0;0.0;0.0;0.0798514200117363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
LFP;Base;2090;T-reX;Demand: Lithium;Lithium;LiMn2O4, rechargeable, prismatic;kg;0.2767452588741811;0.9998794471128089;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
LiMn2O4;Base;2090;T-reX;Demand: Magnesium;Magnesium;NMC111, rechargeable, prismatic;kg;0.0109058264287445;0.0;0.0;0.0094836093521109;0.9318652111947596;0.0197147605825191;0.0;0.0;0.007146450026593;0.007172169942124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024617798901893417
